source_origin_time,source_latitude_deg,source_longitude_deg,source_depth_km,path_back_azimuth_deg,station_network_code,station_code,trace_channel,station_location_code,station_latitude_deg,station_longitude_deg,station_elevation_m,trace_name,trace_sampling_rate_hz,trace_completeness,trace_has_spikes,trace_start_time,trace_P_arrival_sample,trace_S_arrival_sample,trace_name_original,trace_chunk,trace_component_order,split
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,156.468586025,DG,IN19,HH*,,-18.9,-70.23,879.0,"bucket0$20,:3,:14988",100.0,1.0,False,2014-05-01T00:52:13.100000Z,2000.0,2987.0,DG.IN19.,,ZNE,test
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,170.894336269,DG,IN20,HH*,,-18.72,-70.1,987.0,"bucket0$21,:3,:15139",100.0,1.0,False,2014-05-01T00:52:14.980000Z,2000.0,3139.0,DG.IN20.,,ZNE,dev
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,161.46910959,DG,IN21,HH*,,-18.48,-70.32,127.0,"bucket0$22,:3,:15482",100.0,1.0,False,2014-05-01T00:52:18.500000Z,2000.0,3481.0,DG.IN21.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,155.126753535,DG,IN22,HH*,,-18.77,-70.31,128.0,"bucket0$23,:3,:15134",100.0,1.0,False,2014-05-01T00:52:14.780000Z,2000.0,3133.0,DG.IN22.,,ZNE,test
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,205.734333298,DG,IN23,HH*,,-18.87,-69.68,2402.0,"bucket0$24,:3,:15085",100.0,1.0,False,2014-05-01T00:52:14.040000Z,2000.0,3084.0,DG.IN23.,,ZNE,test
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,1.91800079905,DG,IN24,HH*,,-21.26,-70.04,998.0,"bucket0$25,:3,:16341",100.0,1.0,False,2014-05-01T00:52:28.660000Z,2000.0,4340.0,DG.IN24.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,169.097965695,DG,IN26,HH*,,-19.04,-70.06,1172.0,"bucket0$26,:3,:14862",100.0,1.0,False,2014-05-01T00:52:11.460000Z,2000.0,2861.0,DG.IN26.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,163.36562933,7K,INCL,EH*,,-17.79,-70.5,1.0,"bucket0$27,:3,:16223",100.0,1.0,False,2014-05-01T00:52:28.910000Z,2000.0,4222.0,7K.INCL.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,149.097549983,7K,ITE1,EH*,,-17.88,-70.97,1.0,"bucket0$28,:3,:16283",100.0,1.0,False,2014-05-01T00:52:29.750000Z,2000.0,4282.0,7K.ITE1.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,157.786276278,7K,LOCU,EH*,,-17.61,-70.77,1.0,"bucket11$1,:3,:16542",100.0,1.0,False,2014-05-01T00:52:32.620000Z,2000.0,4541.0,7K.LOCU.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,158.305574737,7K,MQGA,EH*,,-17.18,-70.93,1.0,"bucket0$29,:3,:14001",100.0,1.0,False,2014-05-01T00:52:38.510000Z,2000.0,,7K.MQGA.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,180.526472183,7K,PALC,EH*,,-17.78,-69.96,1.0,"bucket0$30,:3,:16220",100.0,1.0,False,2014-05-01T00:52:27.830000Z,2000.0,4220.0,7K.PALC.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,343.740368943,CX,PB01,HH*,,-21.0432,-69.4874,900.0,"bucket0$31,:3,:16214",100.0,1.0,False,2014-05-01T00:52:26.718391Z,2000.0,4213.0,CX.PB01.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,355.338055684,CX,PB03,HH*,,-22.0485,-69.7531,1460.0,"bucket0$32,:3,:14001",100.0,1.0,False,2014-05-01T00:52:39.868391Z,2000.0,,CX.PB03.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,3.61087106341,CX,PB05,HH*,,-22.8528,-70.2023,1150.0,"bucket0$33,:3,:14001",100.0,1.0,False,2014-05-01T00:52:50.028393Z,2000.0,,CX.PB05.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,357.849693508,CX,PB07,HH*,,-21.7267,-69.8862,1570.0,"bucket0$34,:3,:14001",100.0,1.0,False,2014-05-01T00:52:35.518393Z,2000.0,,CX.PB07.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,315.383624989,CX,PB11,HH*,,-19.761,-69.6558,1400.0,"bucket0$35,:3,:14845",100.0,1.0,False,2014-05-01T00:52:11.229998Z,2000.0,2844.0,CX.PB11.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,158.301420331,CX,PB12,HH*,,-18.6141,-70.3281,908.0,"bucket0$36,:3,:14001",100.0,1.0,False,2014-05-01T00:52:16.830000Z,2000.0,,CX.PB12.,,ZNE,test
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,352.721848504,CX,PB15,HH*,,-23.2083,-69.4709,1830.0,"bucket0$37,:3,:14001",100.0,1.0,False,2014-05-01T00:52:55.118392Z,2000.0,,CX.PB15.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,201.676946378,CX,PB16,HH*,,-18.3351,-69.5077,4480.0,"bucket0$38,:3,:14001",100.0,1.0,False,2014-05-01T00:52:21.909998Z,2000.0,,CX.PB16.,,ZNE,test
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,149.515935157,7K,PMEC,EH*,,-17.95,-70.91,1.0,"bucket0$39,:3,:14001",100.0,1.0,False,2014-05-01T00:52:28.270000Z,2000.0,,7K.PMEC.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,9.99796018834,C1,TA01,HH*,,-20.5634,-70.1826,1152.0,"bucket0$40,:3,:14001",100.0,1.0,False,2014-05-01T00:52:18.870000Z,2000.0,,C1.TA01.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,145.673283512,7K,ENER,EH*,,-17.77,-71.19,1.0,"bucket0$41,:3,:14001",100.0,1.0,False,2014-05-01T00:52:57.840000Z,,2000.0,7K.ENER.,,ZNE,train
2014-05-01T00:52:20.970000Z,-19.4527,-69.9762,57.95,3.26097779201,CX,PB04,HH*,,-22.3337,-70.1492,1520.0,"bucket0$42,:3,:14001",100.0,1.0,False,2014-05-01T00:52:44.178392Z,2000.0,,CX.PB04.,,ZNE,test
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,353.026108997,DG,IN01,HH*,,-20.17,-70.04,726.0,"bucket0$43,:3,:14509",100.0,1.0,False,2014-05-01T01:22:13.070000Z,2000.0,2508.0,DG.IN01.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,348.231349524,DG,IN02,HH*,,-20.74,-69.89,989.0,"bucket0$44,:3,:15172",100.0,1.0,False,2014-05-01T01:22:21.470000Z,2000.0,3171.0,DG.IN02.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,7.16988947657,DG,IN03,HH*,,-19.94,-70.08,680.0,"bucket0$45,:3,:14372",100.0,1.0,False,2014-05-01T01:22:11.450000Z,2000.0,2371.0,DG.IN03.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,220.372957093,DG,IN04,HH*,,-19.34,-69.57,2201.0,"bucket0$46,:3,:14991",100.0,1.0,False,2014-05-01T01:22:19.940000Z,2000.0,2990.0,DG.IN04.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,287.219081671,DG,IN05,HH*,,-20.1,-69.4,1713.0,"bucket0$47,:3,:14972",100.0,1.0,False,2014-05-01T01:22:18.810000Z,2000.0,2971.0,DG.IN05.,,ZNE,test
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,213.650538723,DG,IN06,HH*,,-19.61,-69.87,1194.0,"bucket0$48,:3,:14603",100.0,1.0,False,2014-05-01T01:22:14.279624Z,2000.0,2602.0,DG.IN06.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,263.831292161,DG,IN07,HH*,,-19.87,-69.77,1161.0,"bucket0$49,:3,:14542",100.0,1.0,False,2014-05-01T01:22:13.720000Z,2000.0,2542.0,DG.IN07.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,311.337386501,DG,IN08,HH*,,-20.33,-69.56,1018.0,"bucket0$50,:3,:14902",100.0,1.0,False,2014-05-01T01:22:18.450000Z,2000.0,2901.0,DG.IN08.,,ZNE,test
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,167.054501969,DG,IN09,HH*,,-19.18,-70.25,58.0,"bucket0$51,:3,:14969",100.0,1.0,False,2014-05-01T01:22:19.690000Z,2000.0,2968.0,DG.IN09.,,ZNE,dev
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,197.5916505,DG,IN10,HH*,,-19.29,-69.87,311.0,"bucket0$52,:3,:14889",100.0,1.0,False,2014-05-01T01:22:18.530000Z,2000.0,2889.0,DG.IN10.,,ZNE,test
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,240.169657402,DG,IN12,HH*,,-19.52,-69.37,2721.0,"bucket0$53,:3,:15064",100.0,1.0,False,2014-05-01T01:22:20.460000Z,2000.0,3064.0,DG.IN12.,,ZNE,test
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,4.99571770492,DG,IN13,HH*,,-20.39,-70.12,877.0,"bucket0$54,:3,:14747",100.0,1.0,False,2014-05-01T01:22:16.200000Z,2000.0,2746.0,DG.IN13.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,347.121487284,DG,IN16,HH*,,-20.5,-69.93,1044.0,"bucket0$55,:3,:14869",100.0,0.999932750504,False,2014-05-01T01:22:17.950376Z,1999.0,2868.0,DG.IN16.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,310.114536092,DG,IN17,HH*,,-20.48,-69.35,1278.0,"bucket0$56,:3,:15189",100.0,1.0,False,2014-05-01T01:22:22.090000Z,2000.0,3189.0,DG.IN17.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,324.66688136,DG,IN18,HH*,,-20.99,-69.26,1444.0,"bucket0$57,:3,:16170",100.0,1.0,False,2014-05-01T01:22:25.720000Z,2000.0,4170.0,DG.IN18.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,171.655620979,DG,IN19,HH*,,-18.9,-70.23,879.0,"bucket0$58,:3,:15282",100.0,1.0,False,2014-05-01T01:22:23.330000Z,2000.0,3281.0,DG.IN19.,,ZNE,dev
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,178.843493978,DG,IN20,HH*,,-18.72,-70.1,987.0,"bucket0$59,:3,:15586",100.0,1.0,False,2014-05-01T01:22:26.610000Z,2000.0,3585.0,DG.IN20.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,168.8708656,DG,IN22,HH*,,-18.77,-70.31,128.0,"bucket0$60,:3,:15451",100.0,1.0,False,2014-05-01T01:22:25.360000Z,2000.0,3450.0,DG.IN22.,,ZNE,test
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,199.907010827,DG,IN23,HH*,,-18.87,-69.68,2402.0,"bucket0$61,:3,:15516",100.0,1.0,False,2014-05-01T01:22:25.230000Z,2000.0,3515.0,DG.IN23.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,180.931683979,DG,IN26,HH*,,-19.04,-70.06,1172.0,"bucket0$62,:3,:15154",100.0,1.0,False,2014-05-01T01:22:21.590000Z,2000.0,3153.0,DG.IN26.,,ZNE,test
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,285.261692924,CX,PB08,HH*,,-20.1411,-69.1534,3060.0,"bucket0$63,:3,:15238",100.0,1.0,False,2014-05-01T01:22:22.648393Z,2000.0,3237.0,CX.PB08.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,250.494404302,CX,PB11,HH*,,-19.761,-69.6558,1400.0,"bucket0$64,:3,:14676",100.0,1.0,False,2014-05-01T01:22:15.429998Z,2000.0,2675.0,CX.PB11.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,169.452514329,CX,PB12,HH*,,-18.6141,-70.3281,908.0,"bucket0$65,:3,:15616",100.0,1.0,False,2014-05-01T01:22:27.930000Z,2000.0,3615.0,CX.PB12.,,ZNE,test
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,198.904459878,CX,PB16,HH*,,-18.3351,-69.5077,4480.0,"bucket0$66,:3,:16146",100.0,1.0,False,2014-05-01T01:22:33.809998Z,2000.0,4145.0,CX.PB16.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,8.75012812076,C1,TA01,HH*,,-20.5634,-70.1826,1152.0,"bucket0$67,:3,:14920",100.0,1.0,False,2014-05-01T01:22:18.500000Z,2000.0,2919.0,C1.TA01.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,334.041964318,CX,PB01,HH*,,-21.0432,-69.4874,900.0,"bucket0$68,:3,:15689",100.0,1.0,False,2014-05-01T01:22:27.398391Z,2000.0,3688.0,CX.PB01.,,ZNE,train
2014-05-01T01:22:26.460000Z,-19.9009,-70.0748,40.07,358.612567006,DG,IN24,HH*,,-21.26,-70.04,998.0,"bucket0$69,:3,:15689",100.0,1.0,False,2014-05-01T01:22:28.780000Z,2000.0,3688.0,DG.IN24.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,180.772832972,7K,ALGR,EH*,,-17.56,-71.19,1.0,"bucket0$70,:3,:14001",100.0,1.0,False,2014-05-01T16:45:43.050000Z,2000.0,,7K.ALGR.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,207.395987541,C1,AP01,HH*,,-18.3707,-70.3419,1152.0,"bucket0$71,:3,:14001",100.0,1.0,False,2014-05-01T16:45:33.729998Z,2000.0,,C1.AP01.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,195.990743981,7K,BOCA,EH*,,-18.15,-70.67,1.0,"bucket0$72,:3,:14001",100.0,1.0,False,2014-05-01T16:45:34.650000Z,2000.0,,7K.BOCA.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,205.950757721,7K,BOLO,EH*,,-18.34,-70.38,1.0,"bucket11$2,:3,:16564",100.0,1.0,False,2014-05-01T16:45:34.070000Z,2000.0,4563.0,7K.BOLO.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,180.84624165,7K,ENER,EH*,,-17.77,-71.19,1.0,"bucket0$73,:3,:14001",100.0,1.0,False,2014-05-01T16:45:40.440000Z,2000.0,,7K.ENER.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,279.481426272,DG,IN01,HH*,,-20.17,-70.04,726.0,"bucket0$74,:3,:15464",100.0,1.0,False,2014-05-01T16:45:23.630000Z,2000.0,3463.0,DG.IN01.,,ZNE,dev
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,300.926503524,DG,IN02,HH*,,-20.74,-69.89,989.0,"bucket0$75,:3,:15742",100.0,1.0,False,2014-05-01T16:45:28.750000Z,2000.0,3740.0,DG.IN02.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,267.740730848,DG,IN03,HH*,,-19.94,-70.08,680.0,"bucket0$76,:3,:15414",100.0,1.0,False,2014-05-01T16:45:23.050000Z,2000.0,3413.0,DG.IN03.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,247.542955466,DG,IN04,HH*,,-19.34,-69.57,2201.0,"bucket0$77,:3,:16303",100.0,1.0,False,2014-05-01T16:45:32.310000Z,2000.0,4302.0,DG.IN04.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,273.70125001,DG,IN05,HH*,,-20.1,-69.4,1713.0,"bucket0$78,:3,:16312",100.0,1.0,False,2014-05-01T16:45:32.220000Z,2000.0,4311.0,DG.IN05.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,253.714739477,DG,IN06,HH*,,-19.61,-69.87,1194.0,"bucket0$79,:3,:15810",100.0,1.0,False,2014-05-01T16:45:26.565397Z,2000.0,3809.0,DG.IN06.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,265.221797118,DG,IN07,HH*,,-19.87,-69.77,1161.0,"bucket0$80,:3,:15794",100.0,1.0,False,2014-05-01T16:45:27.050000Z,2000.0,3793.0,DG.IN07.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,282.300126932,DG,IN08,HH*,,-20.33,-69.56,1018.0,"bucket0$81,:3,:16041",100.0,1.0,False,2014-05-01T16:45:30.720000Z,2000.0,4040.0,DG.IN08.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,228.976138245,DG,IN09,HH*,,-19.18,-70.25,58.0,"bucket0$82,:3,:15594",100.0,1.0,False,2014-05-01T16:45:25.000000Z,2000.0,3593.0,DG.IN09.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,241.543759102,DG,IN10,HH*,,-19.29,-69.87,311.0,"bucket0$83,:3,:16025",100.0,1.0,False,2014-05-01T16:45:28.780000Z,2000.0,4024.0,DG.IN10.,,ZNE,dev
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,309.202669515,DG,IN11,HH*,,-21.06,-69.83,934.0,"bucket0$84,:3,:16057",100.0,1.0,False,2014-05-01T16:45:31.800000Z,2000.0,4056.0,DG.IN11.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,255.03784513,DG,IN12,HH*,,-19.52,-69.37,2721.0,"bucket11$3,:3,:16667",100.0,1.0,False,2014-05-01T16:45:33.800000Z,2000.0,4666.0,DG.IN12.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,291.319299344,DG,IN13,HH*,,-20.39,-70.12,877.0,"bucket0$85,:3,:15453",100.0,1.0,False,2014-05-01T16:45:23.550000Z,2000.0,3452.0,DG.IN13.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,292.869887917,DG,IN16,HH*,,-20.5,-69.93,1044.0,"bucket0$86,:3,:15700",100.0,1.0,False,2014-05-01T16:45:26.544602Z,1999.0,3698.0,DG.IN16.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,285.484574732,DG,IN17,HH*,,-20.48,-69.35,1278.0,"bucket11$4,:3,:16533",100.0,1.0,False,2014-05-01T16:45:34.000000Z,2000.0,4532.0,DG.IN17.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,298.294405926,DG,IN18,HH*,,-20.99,-69.26,1444.0,"bucket11$5,:3,:16519",100.0,1.0,False,2014-05-01T16:45:38.320000Z,2000.0,4518.0,DG.IN18.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,221.000556844,DG,IN19,HH*,,-18.9,-70.23,879.0,"bucket0$87,:3,:16042",100.0,1.0,False,2014-05-01T16:45:28.170000Z,2000.0,4040.0,DG.IN19.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,220.105588466,DG,IN20,HH*,,-18.72,-70.1,987.0,"bucket0$88,:3,:14001",100.0,1.0,False,2014-05-01T16:45:31.670000Z,2000.0,,DG.IN20.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,209.671838051,DG,IN21,HH*,,-18.48,-70.32,127.0,"bucket0$89,:3,:14001",100.0,1.0,False,2014-05-01T16:45:32.570000Z,2000.0,,DG.IN21.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,215.522230455,DG,IN22,HH*,,-18.77,-70.31,128.0,"bucket0$90,:3,:14001",100.0,1.0,False,2014-05-01T16:45:29.160000Z,2000.0,,DG.IN22.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,232.62565077,DG,IN23,HH*,,-18.87,-69.68,2402.0,"bucket0$91,:3,:14001",100.0,1.0,False,2014-05-01T16:45:34.300000Z,2000.0,,DG.IN23.,,ZNE,dev
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,318.748851441,DG,IN24,HH*,,-21.26,-70.04,998.0,"bucket0$92,:3,:14001",100.0,1.0,False,2014-05-01T16:45:31.810000Z,2000.0,,DG.IN24.,,ZNE,test
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,229.429695515,DG,IN26,HH*,,-19.04,-70.06,1172.0,"bucket0$93,:3,:14001",100.0,1.0,False,2014-05-01T16:45:28.580000Z,2000.0,,DG.IN26.,,ZNE,train
2014-05-01T16:45:25.080000Z,-19.979,-71.2245,38.19,197.370807724,7K,INCL,EH*,,-17.79,-70.5,1.0,"bucket0$94,:3,:14001",100.0,1.0,False,2014-05-01T16:45:41.070000Z,2000.0,,7K.INCL.,,ZNE,train
